person_id,full_name,date_of_birth,email,phone,person_age,person_income,person_home_ownership,person_emp_length,source_system,created_at
P-100382,Steven Scott,2005-07-27,williamsjohn@example.net,+17379886140,20,66710.38,OTHER,0.0,WEBSITE,2025-07-12 11:34:35.289768
P-100383,Allen Schultz,2002-11-18,adamstabitha@example.net,+15384249671,23,71832.98,RENT,6.1,CRM,2025-03-08 12:35:54.447415
P-100384,Dr. Kimberly Henderson,1990-08-12,dwilliams@example.net,+16202074946,35,57394.52,OWN,7.6,BRANCH,2024-10-11 02:25:25.392387
P-100385,Andrea Davis,1972-01-25,rivasjessica@example.com,+17392855474,53,39434.94,OTHER,1.8,WEBSITE,2026-03-22 06:48:22.395623
P-100386,Thomas Lynch,1990-08-30,valenzuelaemily@example.com,+13767811807,35,33200.05,OTHER,0.9,CRM,2026-05-01 22:13:25.792243
P-100387,Kyle Hughes,1976-01-01,martinezmitchell@example.org,+19037045319,50,53091.06,OWN,2.1,WEBSITE,2024-07-15 19:22:03.681584
P-100388,Michael Obrien Jr.,1986-07-05,rrodriguez@example.net,+16725839992,39,38596.44,MORTGAGE,7.2,PARTNER_PORTAL,2026-02-27 03:46:17.033772
P-100389,Denise Abbott,2004-02-12,braunheather@example.net,+19489706056,21,53849.32,OTHER,12.7,CRM,2025-02-28 05:39:41.031147
P-100390,Stacey Walker,1990-04-22,samantha87@example.com,+13635519036,35,33560.06,RENT,3.4,PARTNER_PORTAL,2024-11-04 22:34:07.808490
P-100391,Arthur Garrett,1996-06-27,castillolindsey@example.net,+19543317350,29,36033.57,RENT,8.7,WEBSITE,2025-09-01 01:50:00.320510
P-100392,Angela Brown,2005-09-23,bennettpamela@example.net,+13202704961,20,35996.34,OWN,6.5,PARTNER_PORTAL,2025-07-16 18:44:53.511020
P-100393,James Davis,2003-09-16,mhall@example.net,+17075676991,22,92110.76,MORTGAGE,10.0,PARTNER_PORTAL,2024-09-03 16:31:30.805224
P-100394,Micheal Watkins,1986-06-28,rebeccamartinez@example.net,+16568797232,39,69983.63,MORTGAGE,6.6,PARTNER_PORTAL,2025-06-14 11:11:38.087231
P-100395,Heather Silva,2005-03-10,dylanparker@example.com,+15505892038,20,43767.05,OTHER,6.5,BRANCH,2025-09-11 17:28:11.938592
P-100396,Barry Lopez,1989-08-22,dneal@example.net,+12599959465,36,52061.31,OWN,10.9,PARTNER_PORTAL,2024-11-20 17:18:59.911667
P-100397,Daniel Hall,1984-06-27,johnnavarro@example.com,+14636620501,41,9164.75,OWN,3.7,CRM,2025-04-24 12:42:00.673956
P-100398,Susan Ward,1995-09-29,gonzalezjustin@example.org,+14258832302,30,46714.07,OWN,10.0,WEBSITE,2025-09-21 18:07:00.782925
P-100399,Gina Clark,2002-08-29,zallen@example.com,+17288961122,23,53370.88,MORTGAGE,1.3,WEBSITE,2026-05-05 09:18:53.935394
P-100400,Angel Jensen,1999-03-10,melissaphillips@example.org,+18307428973,26,32912.02,OTHER,6.8,CRM,2025-06-04 06:47:19.131760
P-100401,Frank Brooks,2005-05-28,fbaldwin@example.com,+16968903337,20,123534.37,MORTGAGE,7.4,WEBSITE,2026-03-04 13:19:05.595716
P-100402,Taylor Brooks,1995-05-12,taylorchristopher@example.com,+17539907895,30,20426.72,MORTGAGE,9.7,WEBSITE,2025-01-28 02:21:55.820124
P-100403,Christopher Hall,1996-02-02,howardchristopher@example.net,+17816431115,29,39646.65,OTHER,3.0,WEBSITE,2025-01-18 01:52:45.664606
P-100404,Melinda Hill,1998-11-15,yeseniagoodwin@example.net,+12409445669,27,51059.6,OTHER,7.6,PARTNER_PORTAL,2025-09-21 05:02:05.210502
P-100405,Tiffany Grimes MD,1994-06-16,thomasblack@example.net,+17774515366,31,58821.33,MORTGAGE,3.3,CRM,2025-07-29 13:33:54.402544
P-100406,Tony Smith,1976-05-21,matthew66@example.net,+18688459090,49,88744.39, OTHER ,10.5,PARTNER_PORTAL,2024-11-10 01:45:37.103757
P-100407,Joseph Lopez,2000-02-27,murphysuzanne@example.net,+18126182097,25,151160.96,MORTGAGE,9.0,WEBSITE,2024-11-11 06:07:57.850474
P-100408,Joseph Gibson,1986-03-07,april25@example.com,+18219286716,39,39360.8,OWN,4.2,PARTNER_PORTAL,2024-10-09 06:07:27.966851
P-100409,Emily Harris,1990-08-25,ahill@example.org,+12163938597,35,95860.8,OWN,5.7,WEBSITE,2025-01-07 17:00:18.033975
P-100410,Joyce Graves,2001-11-09,peter26@example.org,+12965762916,24,73617.12,OTHER,7.6,CRM,2026-03-02 08:04:27.347240
P-100411,Stephen Medina,1988-08-05,wolfejennifer@example.org,+15682151185,37,38215.23,OTHER,1.3,WEBSITE,2025-05-09 18:30:29.608498
P-100412,Michael Brady,2000-06-07,zcooper@example.org,+15009412577,25,50529.96,OTHER,4.7,CRM,2024-09-26 06:40:58.062805
P-100413,Sarah Jackson,1997-07-11,lawsongregory@example.org,+14625104275,28,8729.03,OWN,0.0,PARTNER_PORTAL,2025-11-02 11:07:35.330412
P-100414,Kim Ramos,1985-02-09,copelandlisa@example.net,+15163470900,40,54085.72,RENT,0.0,CRM,2024-07-01 06:24:03.197691
P-100415,Adrian Hoover,1982-08-12,walkernicole@example.net,+15205681558,43,40977.76,MORTGAGE,6.2,WEBSITE,2026-04-05 12:14:00.641481
P-100416,Jeffrey Hall,1976-01-08,kellyglenn@example.com,+15508637314,50,37473.49,OTHER,2.6,CRM,2025-01-17 06:01:09.586511
P-100417,Victoria Garcia,1996-07-21,johnathandavis@example.com,+18625525715,29,58714.62,OTHER,4.6,CRM,2025-06-07 16:01:35.120691
P-100418,Alexis Smith,1997-02-13,parkerjoann@example.org,+15109257432,28,41655.33,OWN,14.2,PARTNER_PORTAL,2025-11-19 20:46:52.276016
P-100419,Donald Schneider,1993-08-06,meyertiffany@example.net,+17034553380,32,118411.97,OWN,6.4,CRM,2025-04-25 21:31:45.226113
P-100420,Sergio Jones,1986-02-06,brettbraun@example.org,+18129983381,39,27734.5,MORTGAGE,6.8,CRM,2025-01-24 04:56:10.406451
P-100421,Danielle Thompson,1986-01-26,kevinray@example.net,+19478156627,39,45348.89,OTHER,0.0,WEBSITE,2025-06-08 23:30:22.175041
P-100422,Paige Weiss,2004-06-26,ysmith@example.com,+19496828246,21,16777.73,MORTGAGE,5.4,WEBSITE,2025-05-03 18:31:40.670849
P-100423,Larry Jones,1984-10-25,jennifergonzalez@example.org,+18089576665,41,44029.77,OTHER,0.0,BRANCH,2025-01-21 15:32:17.251670
P-100424,Mrs. Stacey Riddle,1995-04-17,cruzariel@example.org,+17642587506,30,140477.04,OTHER,0.0,WEBSITE,2025-10-21 14:19:30.164386
P-100425,Deborah Gibson,1997-10-01,jonathanguzman@example.net,+15018166918,28,113348.11,RENT,6.8,WEBSITE,2024-10-14 04:31:01.810285
P-100426,Michael Mason,1989-11-02,uwillis@example.com,+13113952436,36,53181.66,OWN,8.1,WEBSITE,2025-12-14 00:34:36.719257
P-100427,Jason Roberts,2000-02-20,xjackson@example.org,+12234728179,25,71892.86,MORTGAGE,0.0,BRANCH,2026-01-07 20:17:34.570564
P-100428,William Savage,1991-08-21,nsims@example.org,+19219416141,34,31603.99,RENT,4.9,PARTNER_PORTAL,2025-10-04 07:38:17.291678
P-100429,Antonio Walton,1998-10-01,ortegakristina@example.org,,27,24601.54,RENT,3.6,WEBSITE,2025-08-17 09:10:28.895309
P-100430,Michael Cooper,2002-10-12,lisa56@example.com,+16055510762,23,23563.47,RENT,7.8,PARTNER_PORTAL,2025-03-05 02:38:12.582205
P-100431,Mary Alvarez,2003-03-28,akeller@example.net,+19053057397,22,32485.13,MORTGAGE,2.5,BRANCH,2025-11-16 09:05:42.862490
P-100432,Cory Thomas,1983-11-07,andersonlaura@example.com,+18872271783,42,39479.88,RENT,7.0,CRM,2024-10-10 06:34:07.877540
P-100433,Stephanie Miranda,2005-11-03,jenniferwade@example.net,+13287715399,20,43315.96,RENT,13.0,CRM,2025-03-11 02:53:12.673138
P-100434,Nancy James,1992-08-29,ostokes@example.com,+17414115931,33,59962.26,MORTGAGE,8.6,PARTNER_PORTAL,2026-02-07 18:32:59.405535
P-100435,Laura Smith,2005-11-20,lawrencejames@example.com,+14556289931,20,17583.57, OWN ,5.8,PARTNER_PORTAL,2026-01-27 11:39:17.316932
P-100436,Mr. Kyle Thomas DDS,1999-08-28,georgekyle@example.net,+17494737460,26,37296.47,OWN,0.0,CRM,2026-01-20 22:46:13.346138
P-100437,Nicholas Cochran,2004-07-09,leblanckimberly@example.com,,21,9775.93,RENT,4.1,WEBSITE,2025-01-03 19:44:22.946388
P-100438,Meredith Kelley,1995-07-09,andersonkaren@example.net,+14475292774,30,80288.64,OTHER,9.8,WEBSITE,2024-11-19 19:58:33.444817
P-100439,Nancy Smith,1995-03-27,gregoryvanessa@example.org,+18624015720,30,13710.52, OWN ,7.5,PARTNER_PORTAL,2025-09-02 05:07:54.423606
P-100440,Andrew Allen,1989-07-30,mturner@example.org,+19615764750,36,76100.79,OWN,0.3,CRM,2024-07-06 03:53:06.490155
P-100441,Laura Hill,1977-06-20,bauerherbert@example.com,+19643921518,48,26168.58,MORTGAGE,8.0,PARTNER_PORTAL,2025-06-18 12:17:12.358686
P-100442,Michelle Tyler,2005-03-31,molinajared@example.net,+12294208751,20,102130.1,RENT,4.0,WEBSITE,2025-07-27 20:45:23.429503
P-100443,Anita Scott,1987-01-13,millerdavid@example.com,+14829603408,38,50530.15,OTHER,4.6,BRANCH,2025-10-19 22:28:58.632816
P-100444,Victoria Bell,1983-05-28,haileybates@example.org,+15037243298,42,16657.14,OWN,1.8,CRM,2024-12-31 08:12:50.225672
P-100445,Jennifer Pierce,1989-02-02,patrick26@example.com,+17464283143,36,55134.45,MORTGAGE,0.0,BRANCH,2025-04-10 00:20:16.098825
P-100446,Willie Hamilton,1999-05-24,maynardjohn@example.com,+17816861515,26,36278.91,MORTGAGE,0.0,WEBSITE,2024-09-30 12:47:37.781204
P-100447,Denise Garcia,1999-01-27,nicholasgarcia@example.org,,26,29710.75,OTHER,8.1,WEBSITE,2025-08-19 13:12:46.660386
P-100448,Carolyn Potts,1987-01-19,zwhite@example.net,+18886967924,38,35752.59,OTHER,5.6,WEBSITE,2024-07-27 01:30:17.948499
P-100449,Vanessa Zimmerman,2000-10-03,erikabarnes@example.com,+15756784468,25,23605.67,OWN,1.2,BRANCH,2025-09-08 06:45:53.879667
P-100450,Eric Townsend,1999-09-06,walterschase@example.org,+18294014870,26,48490.96,OTHER,7.9,CRM,2025-05-22 00:30:56.997458
P-100451,Yolanda Barron,2005-01-19,sullivanchristina@example.net,+19684538909,20,44973.14,OTHER,4.1,PARTNER_PORTAL,2025-10-05 12:30:47.529058
P-100452,Kelly Walker,1991-06-13,richardsondennis@example.com,+13676625153,34,19940.74,MORTGAGE,0.0,BRANCH,2025-01-15 14:24:25.524140
P-100453,Daniel Rojas,1993-08-24,trobinson@example.net,+12077970509,32,78106.57,MORTGAGE,0.0,CRM,2026-03-05 14:19:22.030159
P-100454,Henry Garcia,1991-10-26,hgonzalez@example.net,+18617702437,34,40775.46,OTHER,7.2,CRM,2025-01-15 16:12:18.879675
P-100455,Clarence Cain,1999-10-25,mayodiana@example.com,+16252605313,26,41537.36,RENT,0.0,BRANCH,2024-09-21 16:08:23.449897
P-100456,Gary Johnson,2005-10-12,stacymoyer@example.com,,20,25803.17,OTHER,3.2,WEBSITE,2024-09-04 21:32:42.615278
P-100457,Alex Moore,2005-10-30,saundersjoel@example.net,+14695067447,20,20425.04,MORTGAGE,4.3,WEBSITE,2025-01-02 23:08:29.166847
P-100458,Dennis Haynes,1999-11-20,tgonzalez@example.org,+16895239231,26,56891.21,OWN,6.3,WEBSITE,2026-04-01 20:19:31.656787
P-100459,Luis Davis,1992-01-17,jamesalicia@example.net,+17336567086,33,105637.9,MORTGAGE,0.7,CRM,2026-04-11 14:00:45.272443
P-100460,Danielle Jacobson,1994-01-21,blakewilliams@example.net,+13343749162,31,88920.4,OWN,0.0,WEBSITE,2025-10-01 14:47:42.831272
P-100461,Patricia Anderson,1996-12-04,judith59@example.net,+12535439611,29,93616.94,OWN,7.0,WEBSITE,2024-11-02 04:10:29.733860
P-100462,Brett Mcmahon,1992-10-24,kevin73@example.net,+18203236848,33,35914.97,RENT,6.2,CRM,2025-05-24 05:43:07.531116
P-100463,Tiffany Gibbs,1996-02-12,carolhorton@example.org,+18098036788,29,43329.19,OTHER,5.3,CRM,2025-03-27 19:39:02.074985
P-100464,Clinton Moore,1999-07-05,brittanysmith@example.net,+12885443448,26,220319.61,MORTGAGE,0.0,WEBSITE,2025-01-10 11:05:58.830249
P-100465,Teresa Ramirez,1991-08-17,josephgibbs@example.net,+13386105955,34,29199.17,RENT,7.3,BRANCH,2025-11-07 20:01:32.745963
P-100466,Logan Nguyen,1993-08-04,garrettalex@example.com,+16425408916,32,84671.02,MORTGAGE,5.8,WEBSITE,2026-01-13 05:12:37.632801
P-100467,Derrick Perkins,1984-04-01,omoore@example.net,+19654271727,41,12217.64,OWN,11.4,CRM,2025-09-16 15:18:35.938115
P-100468,Christopher Thompson,1990-03-03,mmcdaniel@example.org,+12163376182,35,22676.14,MORTGAGE,1.7,PARTNER_PORTAL,2025-03-11 17:25:32.085220
P-100469,Ronald Hines,1992-02-28,andersonkayla@example.com,+14909018513,33,43942.14,MORTGAGE,6.1,WEBSITE,2025-12-04 04:00:25.660478
P-100470,Robin Parker,1985-12-04,dmoore@example.net,+14482100184,40,75780.82,MORTGAGE,5.0,BRANCH,2026-03-20 23:41:00.262639
P-100471,Jeffery Hernandez,1995-04-19,jeremiah61@example.com,+13137145195,30,19749.56,OTHER,7.0,BRANCH,2026-03-28 19:10:34.767042
P-100472,Stephanie Munoz,2005-08-05,royrogers@example.org,+14624494514,20,19522.87,MORTGAGE,5.2,WEBSITE,2025-01-30 08:45:37.739481
P-100473,Nathan Floyd,1994-11-27,hbriggs@example.net,+17424152265,31,84393.53,MORTGAGE,4.3,WEBSITE,2026-01-02 21:58:42.737480
P-100474,Danielle Barnes,1999-01-23,fryan@example.net,+13365196893,26,89329.36,OTHER,7.1,BRANCH,2025-02-28 09:39:20.190425
P-100475,Samuel Cox,1997-02-09,hrosario@example.org,+14523472863,28,38946.9,OWN,0.0,WEBSITE,2026-04-24 22:19:35.295805
P-100476,Jamie Johnson,1990-07-29,swatson@example.org,+18914792025,35,67069.73,OWN,5.5,WEBSITE,2025-12-08 04:36:19.132178
P-100477,Charles Rose,1974-01-29,theodore57@example.net,+18048120092,51,24219.79,OTHER,4.6,BRANCH,2025-10-09 06:58:56.306945
P-100478,Kristen Gallegos,1979-12-19,jenna62@example.com,+18864236903,46,30244.92,MORTGAGE,5.9,CRM,2026-01-17 04:19:44.242917
P-100479,Lisa Jones,1993-01-14,pwoods@example.net,+17622056341,32,51796.39,OTHER,2.2,CRM,2024-12-04 19:37:56.180407
P-100480,Brian Lewis,1994-06-01,avilakyle@example.net,+19032419909,31,47777.87, RENT ,6.8,PARTNER_PORTAL,2024-07-23 16:32:43.211751
P-100481,Eric Hooper,1995-01-17,susan83@example.com,+19652215681,30,18246.38,MORTGAGE,9.0,PARTNER_PORTAL,2025-01-09 06:07:04.991430
P-100482,Joel Mcclure,1991-02-03,cisnerosjesse@example.org,+18222889857,34,38012.48,MORTGAGE,0.0,CRM,2026-03-05 22:27:13.504413
P-100483,Jasmine Clark,2002-03-11,rubioashley@example.com,+17024481717,23,32998.05,OWN,9.9,PARTNER_PORTAL,2026-04-05 07:40:15.314769
P-100484,Douglas Cox,1999-07-27,jonesjennifer@example.com,+18744721970,26,32988.89,MORTGAGE,6.0,BRANCH,2025-04-24 19:45:12.964615
P-100485,Lori Edwards,1995-09-04,flemingwilliam@example.com,,30,71695.35,OWN,2.9,WEBSITE,2025-03-18 23:23:20.359691
P-100486,Brandon Owens,2005-06-29,lrodriguez@example.net,+19665365155,20,33105.92,OTHER,0.0,BRANCH,2025-10-24 23:20:48.319307
P-100487,Donald Johnson,1990-02-28,stacythomas@example.org,+16906960567,35,34331.81,MORTGAGE,14.5,WEBSITE,2025-09-08 07:38:23.700076
P-100488,Benjamin Sullivan,2005-08-11,morgan76@example.net,+15427016542,20,23852.06,RENT,3.0,CRM,2026-04-10 20:14:27.856805
P-100489,Mr. Richard Sheppard,1992-12-31,sgomez@example.net,,33,12345.49,RENT,5.9,CRM,2025-06-04 21:12:40.032080
P-100490,Ricky Craig,1978-11-30,abigail07@example.org,+17795103368,47,51169.26,OTHER,9.1,CRM,2026-04-18 03:40:23.747536
P-100491,Laura Smith,1995-07-29,allen48@example.org,+14779665586,30,32224.16,OWN,0.0,WEBSITE,2025-04-16 02:32:59.895276
P-100492,Kurt Daniels,1988-11-25,qmitchell@example.net,+13649911110,37,25413.2,OWN,5.5,CRM,2025-06-07 15:02:33.140455
P-100493,Mary Christian,1998-11-18,jeffreygibson@example.com,+17375157660,27,33168.82,MORTGAGE,7.4,WEBSITE,2025-06-10 13:38:20.595817
P-100494,Matthew Parker,2004-11-19,anunez@example.com,+14008258955,21,20563.49,OTHER,2.3,PARTNER_PORTAL,2024-12-06 10:19:07.938293
P-100495,Cheryl Newman,1978-12-12,solisbecky@example.org,+18626658263,47,82458.06,OWN,5.4,WEBSITE,2026-01-27 13:41:33.937648
P-100496,Frank Davis,2001-04-14,kimcristina@example.net,+19097819602,24,46179.97,RENT,5.2,WEBSITE,2024-10-28 17:02:46.576823
P-100497,Courtney Lee,1994-06-12,jessicaroman@example.com,+14406412091,31,43610.02,OTHER,4.1,BRANCH,2024-12-20 13:17:56.327643
P-100498,Billy Kirk,2005-08-08,peterhenry@example.org,+12173136657,20,73353.33,MORTGAGE,0.0,CRM,2026-05-04 15:23:58.249589
P-100499,Karen Mendez DDS,1995-07-30,aimeescott@example.org,+17903808823,30,28258.1,MORTGAGE,5.4,CRM,2026-03-11 11:08:15.653571
P-100500,Charles Miller,1997-04-08,josepholson@example.org,+16848776863,28,58607.66,OTHER,0.0,BRANCH,2024-08-31 02:35:05.719668
P-100501,Laurie Martin,1988-10-13,stephaniefreeman@example.com,+19944591966,37,28967.84,MORTGAGE,2.7,CRM,2026-03-05 01:46:17.270503
P-100502,Dawn Ortiz,1991-10-27,raymond12@example.com,+17255313552,34,72480.34,MORTGAGE,1.9,PARTNER_PORTAL,2025-05-12 00:27:31.512712
P-100503,Stephanie Hoffman,1998-09-18,ncampbell@example.net,+17187491966,27,30914.98,MORTGAGE,2.7,CRM,2024-11-05 19:58:47.655034
P-100504,Johnny Williams,1985-09-10,robert17@example.org,+16594639040,40,113603.45,MORTGAGE,14.1,CRM,2026-01-30 14:03:58.015563
P-100505,Steven Hull,2002-06-19,rogersallen@example.com,+17649455618,23,46107.48,RENT,0.3,BRANCH,2025-08-22 22:48:39.892091
P-100506,Michael Gibson,2000-06-17,cameronsharon@example.org,+14303021563,25,24799.15,OTHER,0.8,CRM,2024-10-31 22:27:19.027481
P-100507,Jackie Leach,1995-05-05,villamiranda@example.com,+16104414596,30,22715.55, OWN ,8.4,WEBSITE,2026-03-29 21:02:45.196077
P-100508,Barbara Flores,2001-03-10,karenbarron@example.com,+13716883977,24,34604.48,RENT,5.3,CRM,2025-12-08 17:47:24.837428
P-100509,Heather Houston,2004-04-10,donnamoss@example.org,,21,113363.01,MORTGAGE,9.5,CRM,2024-11-13 04:41:11.587857
P-100510,Kelsey Garrison,1991-02-05,jeanette28@example.org,+15353679836,34,49804.81,OWN,0.5,WEBSITE,2024-12-31 15:39:24.031152
P-100511,Eric Kane,1982-07-17,thomasnancy@example.net,+19307724078,43,69220.83,OWN,5.4,CRM,2024-12-23 01:33:08.388584
P-100512,Angela Reynolds,2005-07-03,randyjordan@example.com,,20,64748.68,OWN,9.9,PARTNER_PORTAL,2025-03-29 02:38:11.849161
P-100513,Kendra Snyder,1985-02-09,drodriguez@example.net,+13133100943,40,18479.05,OWN,6.2,CRM,2024-12-29 23:39:46.054808
P-100514,Melissa Sullivan,1985-11-20,ugarcia@example.net,,40,44163.44,OWN,6.1,WEBSITE,2026-02-07 05:39:57.580145
P-100515,Carolyn Maldonado,1996-12-05,jacobyoder@example.org,+12767502412,29,16015.48,RENT,3.7,CRM,2026-04-30 04:14:13.612852
P-100516,Katherine Wright,1996-01-18,williamsandre@example.net,+16389822114,29,32535.62,OWN,3.2,BRANCH,2024-12-14 15:06:36.094540
P-100517,Ronald Turner,1994-11-14,patricia97@example.org,+18807263257,31,56576.56,MORTGAGE,3.8,WEBSITE,2024-11-11 13:06:47.858492
P-100518,Thomas Gray,1997-09-25,sheppardnatalie@example.net,+18786245569,28,15421.17,RENT,6.9,WEBSITE,2025-01-22 16:57:54.280772
P-100519,Joseph Cooper,1994-04-07,hamiltonspencer@example.com,+19106727284,31,45334.85,RENT,8.8,CRM,2024-08-04 07:04:18.234861
P-100520,Jesse Robinson,2005-03-18,brownkevin@example.com,+14005425488,20,51564.67,MORTGAGE,5.0,WEBSITE,2025-04-18 16:12:02.415669
P-100521,Donna Johnson,1992-10-20,john66@example.com,+14445942965,33,34400.63,OWN,7.7,PARTNER_PORTAL,2024-12-12 03:59:38.385954
P-100522,Curtis Torres,1986-12-03,ashley78@example.org,+18618287585,39,38428.1,RENT,0.0,CRM,2025-05-09 03:39:18.601040
P-100523,Allison Wang,1987-07-03,camposchristina@example.com,+12988529894,38,86851.13,RENT,7.6,CRM,2024-09-16 05:56:35.452401
P-100524,Julie Hines,2001-10-17,fcombs@example.org,+12155914975,24,71203.08,OTHER,11.2,PARTNER_PORTAL,2025-06-16 15:57:12.031485
P-100525,Tracy Taylor,2001-09-19,kevincollins@example.org,+13939110291,24,39161.52,RENT,8.0,PARTNER_PORTAL,2024-07-07 07:16:53.650067
P-100526,Jeanette Howe,1993-12-27,richard23@example.net,+15979916202,32,55716.91,MORTGAGE,7.3,PARTNER_PORTAL,2025-05-22 14:08:30.698311
P-100527,Brett Chapman,1993-09-14,elizabeth66@example.net,+18762620471,32,50049.7,RENT,4.0,PARTNER_PORTAL,2025-07-31 16:29:51.787362
P-100528,Matthew Sandoval,1982-03-24,wwilliams@example.org,+13744025883,43,32111.63,OWN,5.0,BRANCH,2025-09-22 11:46:11.372050
P-100529,Nathan Morgan,1986-09-12,joshuafarmer@example.com,+17178679298,39,19466.39,RENT,0.0,WEBSITE,2024-08-06 08:43:27.133296
P-100530,Nicholas Hall,2005-11-29,portererin@example.com,+19337126610,20,23978.95,MORTGAGE,3.5,PARTNER_PORTAL,2025-08-18 21:31:01.200183
P-100531,Tammy Morris,1988-04-08,ogray@example.net,+14338477433,37,31168.13,RENT,5.9,CRM,2026-01-11 02:37:11.041334
P-100532,Cheryl Perkins,1996-05-03,harrislisa@example.org,+19697815287,29,57602.45,OTHER,2.2,WEBSITE,2025-02-24 17:49:41.603287
P-100533,Sarah Solis,1995-12-17,ypatterson@example.org,+12127841173,30,78751.99,OTHER,6.6,WEBSITE,2024-07-05 19:44:36.970644
P-100534,Donna Clayton,2005-10-15,ewarner@example.org,+13189938984,20,24427.48,OTHER,10.7,WEBSITE,2026-04-07 07:56:07.286435
P-100535,Miss Amanda Fisher,1985-08-02,matthewhubbard@example.org,+12857037199,40,52022.78, OTHER ,5.6,CRM,2026-05-08 05:48:48.809184
P-100536,Linda Salazar,1995-06-07,claytimothy@example.org,+12012078356,30,36173.14,RENT,5.9,CRM,2024-07-08 11:49:04.947249
P-100537,Christina Franklin,1987-02-16,vfleming@example.org,+14703662668,38,32565.42,OWN,2.5,CRM,2025-04-22 19:25:24.428106
P-100538,Vickie Richardson,2003-01-22,matthewhull@example.org,+12195036890,22,16226.2, MORTGAGE ,7.9,WEBSITE,2026-01-10 06:10:46.078568
P-100539,Cameron White,1979-01-31,edwardscarrie@example.org,+15299671114,46,97142.18,MORTGAGE,0.0,CRM,2025-11-01 13:38:03.874249
P-100540,Penny Carter,1988-12-03,alisonadams@example.net,+13815056974,37,34501.38,MORTGAGE,5.4,PARTNER_PORTAL,2026-03-20 21:42:13.881988
P-100541,Kelly Torres,2005-08-31,davidhardy@example.org,+16378710704,20,51364.62,OTHER,0.7,CRM,2025-01-16 11:10:00.726561
P-100542,Amy Bond,1992-07-03,ysimpson@example.com,+17032362680,33,59788.7,RENT,9.1,WEBSITE,2026-03-19 12:09:40.846972
P-100543,Gabrielle Clayton,2000-03-18,lisa93@example.org,+16964601864,25,23734.68,OWN,0.0,PARTNER_PORTAL,2026-04-23 16:57:25.662380
P-100544,Willie Allen,1996-02-28,campbellfelicia@example.com,+16387459609,29,18900.42,OWN,6.8,PARTNER_PORTAL,2024-12-25 06:49:18.189335
P-100545,Matthew Ingram,1997-10-19,martinezashley@example.com,+15278707070,28,24547.01,OTHER,2.8,CRM,2024-07-31 01:40:13.509974
P-100546,Destiny Bishop,1985-06-03,stephanie72@example.com,+19447723229,40,41294.54,RENT,7.5,CRM,2024-07-19 10:06:26.879067
P-100547,Amy Klein,2003-02-02,theresa05@example.net,+15095351187,22,45152.62,MORTGAGE,5.6,WEBSITE,2025-02-03 05:46:45.629435
P-100548,Rodney Perry,1997-10-29,jliu@example.org,+14952565749,28,28875.87,MORTGAGE,7.0,BRANCH,2024-09-02 10:41:36.293983
P-100549,Erik Baldwin,1989-02-14,shelby69@example.org,+12269113989,36,8915.64,OTHER,9.8,CRM,2025-09-24 18:53:11.717739
P-100550,Emily Lee,2005-07-15,rhonda53@example.com,+17753137651,20,77959.24,RENT,3.7,CRM,2026-03-22 17:11:00.526801
P-100551,Lisa Cole,2005-08-07,ihall@example.net,+13693294455,20,24305.18,RENT,9.1,WEBSITE,2025-04-02 04:19:23.196470
P-100552,Brittany Snyder,2005-06-29,rachelwalter@example.org,+18162487120,20,43031.77,MORTGAGE,0.2,WEBSITE,2025-10-16 09:30:06.861636
P-100553,Brandi Camacho DVM,1998-07-20,zgomez@example.net,+13342155999,27,25349.81,RENT,8.5,PARTNER_PORTAL,2024-08-10 16:39:45.458467
P-100554,Tiffany Lozano,1988-08-26,byang@example.com,+17729298120,37,35526.15,MORTGAGE,1.5,WEBSITE,2024-10-21 19:44:24.438627
P-100555,Diana Mejia,1983-10-24,kennethpeterson@example.net,+16897864565,42,21108.8,OTHER,11.4,CRM,2024-08-28 16:57:14.116372
P-100556,Bryan Hill,1994-10-29,kwalker@example.com,+12915342138,31,30561.59,OTHER,1.8,WEBSITE,2024-06-24 16:49:15.073127
P-100557,Allison Harris,2004-03-02,hdennis@example.org,+17413176741,21,46730.61,RENT,0.1,BRANCH,2025-11-23 09:12:25.014653
P-100558,Benjamin Moore,2005-06-23,joshua81@example.net,+14508618538,20,16455.73,MORTGAGE,2.0,CRM,2026-02-20 22:20:45.771078
P-100559,Craig Harrison,2001-11-14,ucervantes@example.com,+14232183061,24,27469.49,OWN,13.0,CRM,2025-04-08 22:39:52.297430
P-100560,James Silva,1993-11-19,todd24@example.org,+18779695874,32,16696.94,OTHER,2.4,CRM,2025-02-02 23:11:21.224319
P-100561,Audrey Marshall,1992-09-27,donna56@example.net,+15778963044,33,25248.17,RENT,8.6,CRM,2024-08-01 14:57:55.865266
P-100562,Deborah Stewart,2003-10-08,blamb@example.com,+14045735047,22,32134.05,MORTGAGE,5.7,CRM,2025-12-18 02:13:27.688189
P-100563,Walter Bishop,1999-05-16,cassidysmith@example.net,+15617558108,26,38215.96,MORTGAGE,4.1,PARTNER_PORTAL,2025-06-30 02:52:46.764499
P-100564,Dr. Jennifer Robbins,1999-11-21,laurie55@example.com,+18839000818,26,50569.99,OTHER,4.6,WEBSITE,2024-07-19 15:38:53.602058
P-100565,Alexander Welch,1997-12-22,arthurbrady@example.com,+14623411186,28,68740.87,RENT,4.1,WEBSITE,2025-11-17 11:55:14.258462
