person_id,full_name,date_of_birth,email,phone,person_age,person_income,person_home_ownership,person_emp_length,source_system,created_at
P-100409,Emily Harris,1990-08-25,ahill@example.org,216.393.8597x779,35,95860.8,OWN,5.7,WEBSITE,2025-01-07 17:00:18.033975
P-100410,Joyce Graves,2001-11-09,peter26@example.org,(296)576-2916,24,73617.12,OTHER,7.6,CRM,2026-03-02 08:04:27.347240
P-100411,Stephen Medina,1988-08-05,wolfejennifer@example.org,568.215.1185x6724,37,38215.23,OTHER,1.3,WEBSITE,2025-05-09 18:30:29.608498
P-100412,Michael Brady,2000-06-07,zcooper@example.org,(500)941-2577x7118,25,50529.96,OTHER,4.7,CRM,2024-09-26 06:40:58.062805
P-100413,Sarah Jackson,1997-07-11,lawsongregory@example.org,+1-462-510-4275,28,8729.03,OWN,0.0,PARTNER_PORTAL,2025-11-02 11:07:35.330412
P-100414,Kim Ramos,1985-02-09,copelandlisa@example.net,+1-516-347-0900x63353,40,54085.72,RENT,0.0,CRM,2024-07-01 06:24:03.197691
P-100415,Adrian Hoover,1982-08-12,walkernicole@example.net,(520)568-1558,43,40977.76,MORTGAGE,6.2,WEBSITE,2026-04-05 12:14:00.641481
P-100416,Jeffrey Hall,1976-01-08,kellyglenn@example.com,+1-550-863-7314x9501,50,37473.49,other,2.6,CRM,2025-01-17 06:01:09.586511
P-100417,Victoria Garcia,1996-07-21,johnathandavis@example.com,+1-862-552-5715x0997,29,58714.62,OTHER,4.6,CRM,2025-06-07 16:01:35.120691
P-100418,Alexis Smith,1997-02-13,parkerjoann@example.org,+1-510-925-7432x630,28,41655.33,OWN,14.2,PARTNER_PORTAL,2025-11-19 20:46:52.276016
P-100419,Donald Schneider,1993-08-06,meyertiffany@example.net,703-455-3380x3396,32,118411.97,OWN,6.4,CRM,2025-04-25 21:31:45.226113
P-100420,Sergio Jones,1986-02-06,brettbraun@example.org,(812)998-3381,39,27734.5,MORTGAGE,6.8,CRM,2025-01-24 04:56:10.406451
P-100421,Danielle Thompson,1986-01-26,kevinray@example.net,947.815.6627,39,45348.89,other,0.0,WEBSITE,2025-06-08 23:30:22.175041
P-100422,Paige Weiss,2004-06-26,ysmith@example.com,949-682-8246,21,16777.73,MORTGAGE,5.4,WEBSITE,2025-05-03 18:31:40.670849
P-100423,Larry Jones,1984-10-25,jennifergonzalez@example.org,8089576665,41,44029.77,OTHER,0.0,BRANCH,2025-01-21 15:32:17.251670
P-100424,Mrs. Stacey Riddle,1995-04-17,cruzariel@example.org,001-764-258-7506x63370,30,140477.04,Other,0.0,WEBSITE,2025-10-21 14:19:30.164386
P-100425,Deborah Gibson,1997-10-01,jonathanguzman@example.net,(501)816-6918,28,113348.11,RENT,6.8,WEBSITE,2024-10-14 04:31:01.810285
P-100426,Michael Mason,1989-11-02,uwillis@example.com,001-311-395-2436x40270,36,53181.66,Own,8.1,WEBSITE,2025-12-14 00:34:36.719257
P-100427,Jason Roberts,2000-02-20,xjackson@example.org,001-223-472-8179x323,25,71892.86,MORTGAGE,0.0,BRANCH,2026-01-07 20:17:34.570564
P-100428,William Savage,1991-08-21,nsims@example.org,+1-921-941-6141x5093,34,31603.99,Rent,4.9,PARTNER_PORTAL,2025-10-04 07:38:17.291678
P-100429,Antonio Walton,1998-10-01,ortegakristina@example.org,,27,24601.54,RENT,3.6,WEBSITE,2025-08-17 09:10:28.895309
P-100430,Michael Cooper,2002-10-12,lisa56@example.com,+1-605-551-0762x091,23,23563.47,RENT,7.8,PARTNER_PORTAL,2025-03-05 02:38:12.582205
P-100431,Mary Alvarez,2003-03-28,akeller@example.net,905-305-7397x69156,22,32485.13,MORTGAGE,2.5,BRANCH,2025-11-16 09:05:42.862490
P-100432,Cory Thomas,1983-11-07,andersonlaura@example.com,+1-887-227-1783x33211,42,39479.88,rent,7.0,CRM,2024-10-10 06:34:07.877540
P-100433,Stephanie Miranda,2005-11-03,jenniferwade@example.net,328-771-5399,20,43315.96,RENT,13.0,CRM,2025-03-11 02:53:12.673138
P-100434,Nancy James,1992-08-29,ostokes@example.com,741-411-5931,33,59962.26,MORTGAGE,8.6,PARTNER_PORTAL,2026-02-07 18:32:59.405535
P-100435,Laura Smith,2005-11-20,lawrencejames@example.com,(455)628-9931x60875,20,17583.57, OWN ,5.8,PARTNER_PORTAL,2026-01-27 11:39:17.316932
P-100436,Mr. Kyle Thomas DDS,1999-08-28,georgekyle@example.net,749-473-7460,26,37296.47,OWN,0.0,CRM,2026-01-20 22:46:13.346138
P-100437,Nicholas Cochran,2004-07-09,leblanckimberly@example.com,,21,9775.93,RENT,4.1,WEBSITE,2025-01-03 19:44:22.946388
P-100438,Meredith Kelley,1995-07-09,andersonkaren@example.net,4475292774,30,80288.64,Other,9.8,WEBSITE,2024-11-19 19:58:33.444817
P-100439,Nancy Smith,1995-03-27,gregoryvanessa@example.org,(862)401-5720x1859,30,13710.52, OWN ,7.5,PARTNER_PORTAL,2025-09-02 05:07:54.423606
P-100440,Andrew Allen,1989-07-30,mturner@example.org,+1-961-576-4750x1111,36,76100.79,OWN,0.3,CRM,2024-07-06 03:53:06.490155
P-100441,Laura Hill,1977-06-20,bauerherbert@example.com,+1-964-392-1518x2606,48,26168.58,MORTGAGE,8.0,PARTNER_PORTAL,2025-06-18 12:17:12.358686
P-100442,Michelle Tyler,2005-03-31,molinajared@example.net,229-420-8751,20,102130.1,RENT,4.0,WEBSITE,2025-07-27 20:45:23.429503
P-100443,Anita Scott,1987-01-13,millerdavid@example.com,(482)960-3408x487,38,50530.15,Other,4.6,BRANCH,2025-10-19 22:28:58.632816
P-100444,Victoria Bell,1983-05-28,haileybates@example.org,503.724.3298,42,16657.14,OWN,1.8,CRM,2024-12-31 08:12:50.225672
P-100445,Jennifer Pierce,1989-02-02,patrick26@example.com,746-428-3143,36,55134.45,MORTGAGE,0.0,BRANCH,2025-04-10 00:20:16.098825
P-100446,Willie Hamilton,1999-05-24,maynardjohn@example.com,781-686-1515,26,36278.91,MORTGAGE,0.0,WEBSITE,2024-09-30 12:47:37.781204
P-100447,Denise Garcia,1999-01-27,nicholasgarcia@example.org,,26,29710.75,OTHER,8.1,WEBSITE,2025-08-19 13:12:46.660386
P-100448,Carolyn Potts,1987-01-19,zwhite@example.net,+1-888-696-7924x08222,38,35752.59,OTHER,5.6,WEBSITE,2024-07-27 01:30:17.948499
P-100449,Vanessa Zimmerman,2000-10-03,erikabarnes@example.com,(575)678-4468,25,23605.67,own,1.2,BRANCH,2025-09-08 06:45:53.879667
P-100450,Eric Townsend,1999-09-06,walterschase@example.org,829-401-4870,26,48490.96,other,7.9,CRM,2025-05-22 00:30:56.997458
P-100451,Yolanda Barron,2005-01-19,sullivanchristina@example.net,9684538909,20,44973.14,other,4.1,PARTNER_PORTAL,2025-10-05 12:30:47.529058
P-100452,Kelly Walker,1991-06-13,richardsondennis@example.com,3676625153,34,19940.74,MORTGAGE,0.0,BRANCH,2025-01-15 14:24:25.524140
P-100453,Daniel Rojas,1993-08-24,trobinson@example.net,207.797.0509x75451,32,78106.57,mortgage,0.0,CRM,2026-03-05 14:19:22.030159
P-100454,Henry Garcia,1991-10-26,hgonzalez@example.net,(861)770-2437,34,40775.46,OTHER,7.2,CRM,2025-01-15 16:12:18.879675
P-100455,Clarence Cain,1999-10-25,mayodiana@example.com,(625)260-5313,26,41537.36,rent,0.0,BRANCH,2024-09-21 16:08:23.449897
P-100456,Gary Johnson,2005-10-12,stacymoyer@example.com,,20,25803.17,OTHER,3.2,WEBSITE,2024-09-04 21:32:42.615278
P-100457,Alex Moore,2005-10-30,saundersjoel@example.net,469-506-7447x16392,20,20425.04,MORTGAGE,4.3,WEBSITE,2025-01-02 23:08:29.166847
P-100458,Dennis Haynes,1999-11-20,tgonzalez@example.org,001-689-523-9231x260,26,56891.21,OWN,6.3,WEBSITE,2026-04-01 20:19:31.656787
P-100459,Luis Davis,1992-01-17,jamesalicia@example.net,+1-733-656-7086x0414,33,105637.9,MORTGAGE,0.7,CRM,2026-04-11 14:00:45.272443
P-100460,Danielle Jacobson,1994-01-21,blakewilliams@example.net,334-374-9162x47554,31,88920.4,Own,0.0,WEBSITE,2025-10-01 14:47:42.831272
P-100461,Patricia Anderson,1996-12-04,judith59@example.net,+1-253-543-9611x291,29,93616.94,OWN,7.0,WEBSITE,2024-11-02 04:10:29.733860
P-100462,Brett Mcmahon,1992-10-24,kevin73@example.net,001-820-323-6848x5571,33,35914.97,RENT,6.2,CRM,2025-05-24 05:43:07.531116
P-100463,Tiffany Gibbs,1996-02-12,carolhorton@example.org,809-803-6788x1278,29,43329.19,Other,5.3,CRM,2025-03-27 19:39:02.074985
P-100464,Clinton Moore,1999-07-05,brittanysmith@example.net,288.544.3448x123,26,220319.61,MORTGAGE,0.0,WEBSITE,2025-01-10 11:05:58.830249
P-100465,Teresa Ramirez,1991-08-17,josephgibbs@example.net,338.610.5955,34,29199.17,RENT,7.3,BRANCH,2025-11-07 20:01:32.745963
P-100466,Logan Nguyen,1993-08-04,garrettalex@example.com,642.540.8916,32,84671.02,MORTGAGE,5.8,WEBSITE,2026-01-13 05:12:37.632801
P-100467,Derrick Perkins,1984-04-01,omoore@example.net,001-965-427-1727x2239,41,12217.64,OWN,11.4,CRM,2025-09-16 15:18:35.938115
P-100468,Christopher Thompson,1990-03-03,mmcdaniel@example.org,(216)337-6182,35,22676.14,MORTGAGE,1.7,PARTNER_PORTAL,2025-03-11 17:25:32.085220
P-100469,Ronald Hines,1992-02-28,andersonkayla@example.com,(490)901-8513,33,43942.14,MORTGAGE,6.1,WEBSITE,2025-12-04 04:00:25.660478
P-100470,Robin Parker,1985-12-04,dmoore@example.net,001-448-210-0184x186,40,75780.82,MORTGAGE,5.0,BRANCH,2026-03-20 23:41:00.262639
P-100471,Jeffery Hernandez,1995-04-19,jeremiah61@example.com,(313)714-5195,30,19749.56,OTHER,7.0,BRANCH,2026-03-28 19:10:34.767042
P-100472,Stephanie Munoz,2005-08-05,royrogers@example.org,+1-462-449-4514x75410,20,19522.87,MORTGAGE,5.2,WEBSITE,2025-01-30 08:45:37.739481
P-100473,Nathan Floyd,1994-11-27,hbriggs@example.net,(742)415-2265x57676,31,84393.53,MORTGAGE,4.3,WEBSITE,2026-01-02 21:58:42.737480
P-100474,Danielle Barnes,1999-01-23,fryan@example.net,+1-336-519-6893,26,89329.36,OTHER,7.1,BRANCH,2025-02-28 09:39:20.190425
P-100475,Samuel Cox,1997-02-09,hrosario@example.org,(452)347-2863x330,28,38946.9,OWN,0.0,WEBSITE,2026-04-24 22:19:35.295805
P-100476,Jamie Johnson,1990-07-29,swatson@example.org,+1-891-479-2025x21310,35,67069.73,OWN,5.5,WEBSITE,2025-12-08 04:36:19.132178
P-100477,Charles Rose,1974-01-29,theodore57@example.net,001-804-812-0092x820,51,24219.79,OTHER,4.6,BRANCH,2025-10-09 06:58:56.306945
P-100478,Kristen Gallegos,1979-12-19,jenna62@example.com,886-423-6903,46,30244.92,MORTGAGE,5.9,CRM,2026-01-17 04:19:44.242917
P-100479,Lisa Jones,1993-01-14,pwoods@example.net,(762)205-6341x1159,32,51796.39,OTHER,2.2,CRM,2024-12-04 19:37:56.180407
P-100480,Brian Lewis,1994-06-01,avilakyle@example.net,903.241.9909,31,47777.87, RENT ,6.8,PARTNER_PORTAL,2024-07-23 16:32:43.211751
P-100481,Eric Hooper,1995-01-17,susan83@example.com,001-965-221-5681x82096,30,18246.38,MORTGAGE,9.0,PARTNER_PORTAL,2025-01-09 06:07:04.991430
P-100482,Joel Mcclure,1991-02-03,cisnerosjesse@example.org,+1-822-288-9857x25459,34,38012.48,MORTGAGE,0.0,CRM,2026-03-05 22:27:13.504413
P-100483,Jasmine Clark,2002-03-11,rubioashley@example.com,702-448-1717,23,32998.05,OWN,9.9,PARTNER_PORTAL,2026-04-05 07:40:15.314769
P-100484,Douglas Cox,1999-07-27,jonesjennifer@example.com,874-472-1970x546,26,32988.89,MORTGAGE,6.0,BRANCH,2025-04-24 19:45:12.964615
P-100485,Lori Edwards,1995-09-04,flemingwilliam@example.com,,30,71695.35,OWN,2.9,WEBSITE,2025-03-18 23:23:20.359691
P-100486,Brandon Owens,2005-06-29,lrodriguez@example.net,966-536-5155,20,33105.92,OTHER,0.0,BRANCH,2025-10-24 23:20:48.319307
P-100487,Donald Johnson,1990-02-28,stacythomas@example.org,690-696-0567x30306,35,34331.81,MORTGAGE,14.5,WEBSITE,2025-09-08 07:38:23.700076
P-100488,Benjamin Sullivan,2005-08-11,morgan76@example.net,542.701.6542,20,23852.06,RENT,3.0,CRM,2026-04-10 20:14:27.856805
P-100489,Mr. Richard Sheppard,1992-12-31,sgomez@example.net,,33,12345.49,RENT,5.9,CRM,2025-06-04 21:12:40.032080
P-100490,Ricky Craig,1978-11-30,abigail07@example.org,+1-779-510-3368x2963,47,51169.26,other,9.1,CRM,2026-04-18 03:40:23.747536
P-100491,Laura Smith,1995-07-29,allen48@example.org,001-477-966-5586x851,30,32224.16,OWN,0.0,WEBSITE,2025-04-16 02:32:59.895276
P-100492,Kurt Daniels,1988-11-25,qmitchell@example.net,+1-364-991-1110x96179,37,25413.2,own,5.5,CRM,2025-06-07 15:02:33.140455
P-100493,Mary Christian,1998-11-18,jeffreygibson@example.com,737-515-7660,27,33168.82,MORTGAGE,7.4,WEBSITE,2025-06-10 13:38:20.595817
P-100494,Matthew Parker,2004-11-19,anunez@example.com,4008258955,21,20563.49,other,2.3,PARTNER_PORTAL,2024-12-06 10:19:07.938293
P-100495,Cheryl Newman,1978-12-12,solisbecky@example.org,+1-862-665-8263x1281,47,82458.06,OWN,5.4,WEBSITE,2026-01-27 13:41:33.937648
P-100496,Frank Davis,2001-04-14,kimcristina@example.net,(909)781-9602,24,46179.97,rent,5.2,WEBSITE,2024-10-28 17:02:46.576823
P-100497,Courtney Lee,1994-06-12,jessicaroman@example.com,001-440-641-2091x17911,31,43610.02,OTHER,4.1,BRANCH,2024-12-20 13:17:56.327643
P-100498,Billy Kirk,2005-08-08,peterhenry@example.org,(217)313-6657x22402,20,73353.33,MORTGAGE,0.0,CRM,2026-05-04 15:23:58.249589
P-100499,Karen Mendez DDS,1995-07-30,aimeescott@example.org,790.380.8823,30,28258.1,MORTGAGE,5.4,CRM,2026-03-11 11:08:15.653571
P-100500,Charles Miller,1997-04-08,josepholson@example.org,(684)877-6863x423,28,58607.66,OTHER,0.0,BRANCH,2024-08-31 02:35:05.719668
P-100501,Laurie Martin,1988-10-13,stephaniefreeman@example.com,(994)459-1966x39551,37,28967.84,MORTGAGE,2.7,CRM,2026-03-05 01:46:17.270503
P-100502,Dawn Ortiz,1991-10-27,raymond12@example.com,(725)531-3552x51050,34,72480.34,MORTGAGE,1.9,PARTNER_PORTAL,2025-05-12 00:27:31.512712
P-100503,Stephanie Hoffman,1998-09-18,ncampbell@example.net,718.749.1966,27,30914.98,MORTGAGE,2.7,CRM,2024-11-05 19:58:47.655034
P-100504,Johnny Williams,1985-09-10,robert17@example.org,+1-659-463-9040x907,40,113603.45,MORTGAGE,14.1,CRM,2026-01-30 14:03:58.015563
P-100505,Steven Hull,2002-06-19,rogersallen@example.com,764-945-5618,23,46107.48,RENT,0.3,BRANCH,2025-08-22 22:48:39.892091
P-100506,Michael Gibson,2000-06-17,cameronsharon@example.org,4303021563,25,24799.15,OTHER,0.8,CRM,2024-10-31 22:27:19.027481
P-100507,Jackie Leach,1995-05-05,villamiranda@example.com,6104414596,30,22715.55, OWN ,8.4,WEBSITE,2026-03-29 21:02:45.196077
P-100508,Barbara Flores,2001-03-10,karenbarron@example.com,+1-371-688-3977x4573,24,34604.48,RENT,5.3,CRM,2025-12-08 17:47:24.837428
P-100509,Heather Houston,2004-04-10,donnamoss@example.org,,21,113363.01,MORTGAGE,9.5,CRM,2024-11-13 04:41:11.587857
P-100510,Kelsey Garrison,1991-02-05,jeanette28@example.org,(535)367-9836,34,49804.81,OWN,0.5,WEBSITE,2024-12-31 15:39:24.031152
P-100511,Eric Kane,1982-07-17,thomasnancy@example.net,930-772-4078,43,69220.83,OWN,5.4,CRM,2024-12-23 01:33:08.388584
P-100512,Angela Reynolds,2005-07-03,randyjordan@example.com,,20,64748.68,OWN,9.9,PARTNER_PORTAL,2025-03-29 02:38:11.849161
P-100513,Kendra Snyder,1985-02-09,drodriguez@example.net,313.310.0943,40,18479.05,OWN,6.2,CRM,2024-12-29 23:39:46.054808
P-100514,Melissa Sullivan,1985-11-20,ugarcia@example.net,,40,44163.44,OWN,6.1,WEBSITE,2026-02-07 05:39:57.580145
P-100515,Carolyn Maldonado,1996-12-05,jacobyoder@example.org,2767502412,29,16015.48,RENT,3.7,CRM,2026-04-30 04:14:13.612852
P-100516,Katherine Wright,1996-01-18,williamsandre@example.net,638-982-2114x5775,29,32535.62,own,3.2,BRANCH,2024-12-14 15:06:36.094540
P-100517,Ronald Turner,1994-11-14,patricia97@example.org,880-726-3257x039,31,56576.56,MORTGAGE,3.8,WEBSITE,2024-11-11 13:06:47.858492
P-100518,Thomas Gray,1997-09-25,sheppardnatalie@example.net,+1-878-624-5569,28,15421.17,RENT,6.9,WEBSITE,2025-01-22 16:57:54.280772
P-100519,Joseph Cooper,1994-04-07,hamiltonspencer@example.com,910-672-7284x9824,31,45334.85,rent,8.8,CRM,2024-08-04 07:04:18.234861
P-100520,Jesse Robinson,2005-03-18,brownkevin@example.com,(400)542-5488x214,20,51564.67,MORTGAGE,5.0,WEBSITE,2025-04-18 16:12:02.415669
P-100521,Donna Johnson,1992-10-20,john66@example.com,444-594-2965,33,34400.63,OWN,7.7,PARTNER_PORTAL,2024-12-12 03:59:38.385954
P-100522,Curtis Torres,1986-12-03,ashley78@example.org,(861)828-7585x7567,39,38428.1,RENT,0.0,CRM,2025-05-09 03:39:18.601040
P-100523,Allison Wang,1987-07-03,camposchristina@example.com,298.852.9894,38,86851.13,RENT,7.6,CRM,2024-09-16 05:56:35.452401
P-100524,Julie Hines,2001-10-17,fcombs@example.org,215-591-4975x019,24,71203.08,OTHER,11.2,PARTNER_PORTAL,2025-06-16 15:57:12.031485
P-100525,Tracy Taylor,2001-09-19,kevincollins@example.org,393.911.0291x8133,24,39161.52,RENT,8.0,PARTNER_PORTAL,2024-07-07 07:16:53.650067
P-100526,Jeanette Howe,1993-12-27,richard23@example.net,597-991-6202x232,32,55716.91,mortgage,7.3,PARTNER_PORTAL,2025-05-22 14:08:30.698311
P-100527,Brett Chapman,1993-09-14,elizabeth66@example.net,876-262-0471,32,50049.7,RENT,4.0,PARTNER_PORTAL,2025-07-31 16:29:51.787362
P-100528,Matthew Sandoval,1982-03-24,wwilliams@example.org,374.402.5883x586,43,32111.63,OWN,5.0,BRANCH,2025-09-22 11:46:11.372050
P-100529,Nathan Morgan,1986-09-12,joshuafarmer@example.com,(717)867-9298x8425,39,19466.39,RENT,0.0,WEBSITE,2024-08-06 08:43:27.133296
P-100530,Nicholas Hall,2005-11-29,portererin@example.com,001-933-712-6610x94101,20,23978.95,MORTGAGE,3.5,PARTNER_PORTAL,2025-08-18 21:31:01.200183
P-100531,Tammy Morris,1988-04-08,ogray@example.net,+1-433-847-7433,37,31168.13,RENT,5.9,CRM,2026-01-11 02:37:11.041334
P-100532,Cheryl Perkins,1996-05-03,harrislisa@example.org,(969)781-5287x339,29,57602.45,other,2.2,WEBSITE,2025-02-24 17:49:41.603287
P-100533,Sarah Solis,1995-12-17,ypatterson@example.org,001-212-784-1173,30,78751.99,OTHER,6.6,WEBSITE,2024-07-05 19:44:36.970644
P-100534,Donna Clayton,2005-10-15,ewarner@example.org,318-993-8984x6908,20,24427.48,other,10.7,WEBSITE,2026-04-07 07:56:07.286435
P-100535,Miss Amanda Fisher,1985-08-02,matthewhubbard@example.org,285.703.7199,40,52022.78, OTHER ,5.6,CRM,2026-05-08 05:48:48.809184
P-100536,Linda Salazar,1995-06-07,claytimothy@example.org,201-207-8356x743,30,36173.14,RENT,5.9,CRM,2024-07-08 11:49:04.947249
P-100537,Christina Franklin,1987-02-16,vfleming@example.org,+1-470-366-2668,38,32565.42,OWN,2.5,CRM,2025-04-22 19:25:24.428106
P-100538,Vickie Richardson,2003-01-22,matthewhull@example.org,219.503.6890,22,16226.2, MORTGAGE ,7.9,WEBSITE,2026-01-10 06:10:46.078568
P-100539,Cameron White,1979-01-31,edwardscarrie@example.org,529-967-1114x8375,46,97142.18,MORTGAGE,0.0,CRM,2025-11-01 13:38:03.874249
P-100540,Penny Carter,1988-12-03,alisonadams@example.net,+1-381-505-6974,37,34501.38,MORTGAGE,5.4,PARTNER_PORTAL,2026-03-20 21:42:13.881988
P-100541,Kelly Torres,2005-08-31,davidhardy@example.org,6378710704,20,51364.62,other,0.7,CRM,2025-01-16 11:10:00.726561
P-100542,Amy Bond,1992-07-03,ysimpson@example.com,703.236.2680x408,33,59788.7,RENT,9.1,WEBSITE,2026-03-19 12:09:40.846972
P-100543,Gabrielle Clayton,2000-03-18,lisa93@example.org,696-460-1864x87699,25,23734.68,OWN,0.0,PARTNER_PORTAL,2026-04-23 16:57:25.662380
P-100544,Willie Allen,1996-02-28,campbellfelicia@example.com,638-745-9609,29,18900.42,OWN,6.8,PARTNER_PORTAL,2024-12-25 06:49:18.189335
P-100545,Matthew Ingram,1997-10-19,martinezashley@example.com,527-870-7070x578,28,24547.01,OTHER,2.8,CRM,2024-07-31 01:40:13.509974
P-100546,Destiny Bishop,1985-06-03,stephanie72@example.com,001-944-772-3229x03102,40,41294.54,RENT,7.5,CRM,2024-07-19 10:06:26.879067
P-100547,Amy Klein,2003-02-02,theresa05@example.net,001-509-535-1187x181,22,45152.62,MORTGAGE,5.6,WEBSITE,2025-02-03 05:46:45.629435
P-100548,Rodney Perry,1997-10-29,jliu@example.org,495-256-5749x02504,28,28875.87,MORTGAGE,7.0,BRANCH,2024-09-02 10:41:36.293983
P-100549,Erik Baldwin,1989-02-14,shelby69@example.org,+1-226-911-3989x86818,36,8915.64,OTHER,9.8,CRM,2025-09-24 18:53:11.717739
P-100550,Emily Lee,2005-07-15,rhonda53@example.com,775.313.7651,20,77959.24,RENT,3.7,CRM,2026-03-22 17:11:00.526801
P-100551,Lisa Cole,2005-08-07,ihall@example.net,369.329.4455,20,24305.18,RENT,9.1,WEBSITE,2025-04-02 04:19:23.196470
P-100552,Brittany Snyder,2005-06-29,rachelwalter@example.org,(816)248-7120,20,43031.77,MORTGAGE,0.2,WEBSITE,2025-10-16 09:30:06.861636
P-100553,Brandi Camacho DVM,1998-07-20,zgomez@example.net,+1-334-215-5999,27,25349.81,rent,8.5,PARTNER_PORTAL,2024-08-10 16:39:45.458467
P-100554,Tiffany Lozano,1988-08-26,byang@example.com,001-772-929-8120x99576,37,35526.15,MORTGAGE,1.5,WEBSITE,2024-10-21 19:44:24.438627
P-100555,Diana Mejia,1983-10-24,kennethpeterson@example.net,689.786.4565x22036,42,21108.8,OTHER,11.4,CRM,2024-08-28 16:57:14.116372
P-100556,Bryan Hill,1994-10-29,kwalker@example.com,291-534-2138x820,31,30561.59,other,1.8,WEBSITE,2024-06-24 16:49:15.073127
P-100557,Allison Harris,2004-03-02,hdennis@example.org,741.317.6741x241,21,46730.61,RENT,0.1,BRANCH,2025-11-23 09:12:25.014653
P-100558,Benjamin Moore,2005-06-23,joshua81@example.net,001-450-861-8538x003,20,16455.73,MORTGAGE,2.0,CRM,2026-02-20 22:20:45.771078
P-100559,Craig Harrison,2001-11-14,ucervantes@example.com,423-218-3061x7893,24,27469.49,OWN,13.0,CRM,2025-04-08 22:39:52.297430
P-100560,James Silva,1993-11-19,todd24@example.org,877-969-5874x1314,32,16696.94,OTHER,2.4,CRM,2025-02-02 23:11:21.224319
P-100561,Audrey Marshall,1992-09-27,donna56@example.net,(577)896-3044,33,25248.17,RENT,8.6,CRM,2024-08-01 14:57:55.865266
P-100562,Deborah Stewart,2003-10-08,blamb@example.com,404-573-5047x639,22,32134.05,MORTGAGE,5.7,CRM,2025-12-18 02:13:27.688189
P-100563,Walter Bishop,1999-05-16,cassidysmith@example.net,5617558108,26,38215.96,MORTGAGE,4.1,PARTNER_PORTAL,2025-06-30 02:52:46.764499
P-100564,Dr. Jennifer Robbins,1999-11-21,laurie55@example.com,883.900.0818,26,50569.99,OTHER,4.6,WEBSITE,2024-07-19 15:38:53.602058
P-100565,Alexander Welch,1997-12-22,arthurbrady@example.com,+1-462-341-1186x0089,28,68740.87,RENT,4.1,WEBSITE,2025-11-17 11:55:14.258462
P-100566,Cheyenne Obrien,1996-08-06,kristen68@example.net,8446731497,29,112771.92,MORTGAGE,0.0,CRM,2025-04-16 21:53:57.455889
P-100567,Jason Ramirez,1987-12-31,rebecca88@example.org,(907)765-8173x9063,38,15658.29,MORTGAGE,5.9,WEBSITE,2025-05-20 00:36:33.163453
P-100568,Eric Thomas,1981-09-12,davisgary@example.com,001-531-226-9789,44,48719.95,MORTGAGE,2.8,BRANCH,2025-12-09 14:04:23.771702
P-100569,Eric Morgan,1993-07-27,benjaminbarker@example.net,(304)338-7875x35778,32,38613.82,MORTGAGE,1.9,CRM,2025-04-14 05:28:06.230912
P-100570,Cameron Smith,1996-05-23,martinsamuel@example.org,8672287286,29,29086.53,OWN,1.8,PARTNER_PORTAL,2025-01-13 21:36:21.742474
P-100571,Edward Weeks,2004-07-02,alexandra95@example.net,+1-522-748-3958x9477,21,54989.57,OTHER,7.2,CRM,2026-03-31 10:23:14.674225
P-100572,Sarah Taylor,1992-01-18,asmith@example.org,(971)704-3318,33,46552.09,RENT,6.6,CRM,2024-08-25 09:03:58.046186
P-100573,Linda Jones,1991-06-05,michaelsmith@example.org,346-494-5964x883,34,42177.96,OWN,2.9,CRM,2024-08-31 03:57:29.223069
P-100574,Christopher Elliott,1976-04-19,lauramatthews@example.com,499-494-9732x03319,49,30753.75,OTHER,6.7,CRM,2024-10-13 11:37:04.411807
P-100575,Erica Huang,1991-12-26,taylorlindsay@example.com,+1-775-348-1386x66754,34,20483.29,Mortgage,9.5,CRM,2026-02-28 18:08:38.248725
P-100576,Tina Dougherty,1994-12-12,jennifer68@example.com,541.886.5205x7563,31,85291.6,MORTGAGE,7.5,WEBSITE,2025-03-09 03:44:22.408568
P-100577,Whitney Gonzalez,2004-07-25,alicia09@example.com,615-248-0940x47604,21,117883.32,RENT,7.6,WEBSITE,2026-05-01 07:07:17.344853
P-100578,Sharon Pennington,1994-04-20,ehenry@example.net,+1-281-905-0922x2161,31,48417.36,OWN,4.9,CRM,2025-09-09 13:44:49.352120
P-100579,Brent Stephens,1999-01-28,dianamclaughlin@example.com,+1-652-395-8066x01382,26,61084.76,RENT,6.9,WEBSITE,2024-10-18 22:11:25.158945
P-100580,Lee Barker,1993-01-14,vthompson@example.org,348-451-5791x9711,32,47641.59,MORTGAGE,4.7,PARTNER_PORTAL,2025-11-13 01:37:15.724987
P-100581,Kevin Sheppard,2004-01-18,kristinarobinson@example.com,413.743.2406x424,21,19741.99,OTHER,7.3,PARTNER_PORTAL,2025-04-06 00:26:59.805847
P-100582,Denise Gonzalez,2005-02-26,jordan74@example.org,559.855.8720x9628,20,34100.06,OTHER,10.2,PARTNER_PORTAL,2025-02-18 01:02:54.706985
P-100583,Rebecca Clark,1997-08-19,christopher34@example.org,840.218.2727x955,28,63749.48,OWN,3.4,WEBSITE,2025-01-31 20:20:03.808084
P-100584,Ian Santana,1993-06-18,robertcook@example.net,925-942-7820,32,34392.52,RENT,9.0,CRM,2025-08-09 19:39:50.717005
P-100585,Monica Wells,2001-10-26,johnnybrooks@example.com,264.403.8166x4969,24,52157.65,rent,8.7,CRM,2025-06-13 19:42:14.243788
